0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,season
rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,Fun Rk,adjt,2026
10,Michigan St.,B10,24-5,121.54588098032123,36,94.045764195395,9,0.9502572683693427,10,25.118573411444782,5.881426588555218,15.118573411444782,4.881426588555218,14-4,0.7339930278986124,0.5736684900010137,0.8319691343915895,0.7345114660536043,0.5736684900010137,0.8229751028825291,0.6266740657633476,0.7628083063589023,118.22825332375541,104.55534850158656,118.34487195962048,104.23067289229556,122.12787431039384,93.53166365849022,122.29273501024798,92.1200242387937,0.9629681130451188,16.0,0.07507900582767435,1368.0,1191.0,1179.9875,1.1593343149821502,1.0093327259822669,0.7420288193009861,0.7777777777777778,7.65426555599229,5,34,65.41497948392639,2026
11,Texas Tech,B12,22-8,127.11376715497764,7,98.4302478535097,27,0.949833768394448,11,22.599069203111878,8.400930796888122,12.599069203111878,5.4009307968881215,12-5,0.7481062540942115,0.6451885054660985,0.8268080618686512,0.7531290845053369,0.6451885054660985,0.8310861693670096,0.611952238978763,0.6872208648577591,117.84451247898623,103.10045971674647,118.11401549778371,103.12497735712073,128.42328070826213,97.44204354693927,128.58564087999153,99.61198125757603,0.9496022182544028,15.0,0.00732696046494441,1355.0,1216.0,1146.6875000000002,1.1816645773150922,1.0604458494576767,0.9038139968391026,0.7058823529411765,5.449049528387988,16,160,66.52722499215547,2026
12,Tennessee,SEC,21-9,122.04802516091425,32,95.24336514294075,14,0.9454096661434952,12,21.686108563295285,9.313891436704717,11.686108563295283,6.313891436704717,11-6,0.7096001758289284,0.5207830609247882,0.8539897342850357,0.7162071439796089,0.5207830609247882,0.8573467595192016,0.6246857276554022,0.7380638014148632,117.83790878954284,105.69477154880049,118.01185757302957,105.52044812980442,121.8269036236075,95.84883485009894,122.67295468551924,96.59426239030181,0.9398302478196888,16.0,-0.026747862434591596,1309.0,1238.0,1147.5375,1.140703462849798,1.0788318464538196,0.9144161885000245,0.6470588235294118,4.192028290470644,22,237,65.15554206840721,2026
13,Gonzaga,WCC,28-3,120.39776334118696,41,94.25113559052448,10,0.9435150417247198,13,28.0,3.0,16.0,2.0,16-2,0.619419466576004,0.6355142753114849,0.6077954380448234,0.619419466576004,0.6355142753114849,0.6077954380448234,0.7562506892444892,0.7114551351740519,113.19651750986594,106.61908564307298,113.19651750986594,106.61908564307298,118.37130547537514,94.8363465896769,121.67347651568747,93.82547907081079,0.9520702630353266,9.0,0.07181918052003444,1465.0,1177.0,1247.2875000000004,1.1745487708327067,0.9436477155427274,0.0,0.8888888888888888,6.4583544973116185,12,37,69.19744662676965,2026
14,Louisville,ACC,21-9,124.29269139007903,20,97.84801488926502,24,0.9399739547309495,14,21.525564204795742,9.474435795204258,10.525564204795742,7.474435795204259,10-7,0.6916951481817876,0.5558823828269776,0.7955519687472309,0.6988311508194724,0.5558823828269776,0.8020719277029413,0.6491296126505764,0.7357213127587083,114.86422596538205,103.94002874275671,115.07362969406098,103.7783863373183,124.00056602892896,98.35661621474486,123.62947393688441,100.3008292221281,0.9171943192252899,16.0,-0.03925908429666225,1389.0,1268.0,1195.8375,1.1615290539057355,1.0603447374747823,0.9129112299500198,0.5882352941176471,3.269306419061021,26,269,70.2050360829967,2026
15,Kansas,B12,21-9,118.86234476639768,48,93.988835722405,8,0.9370316937230715,15,21.92908590786543,9.070914092134567,11.929085907865433,6.070914092134567,11-6,0.78394813235683,0.6933483383398538,0.8532303277815767,0.7781758254952716,0.6933483383398538,0.8394401217741847,0.5942767482369149,0.6616554882141918,117.90371765918489,101.56710467672386,117.6540540152209,101.71508589551574,119.48525439525577,96.30079878371735,118.52585048398058,96.63629247471933,0.9127776911395247,16.0,0.030183012445344493,1281.0,1240.0,1173.3625,1.091734225356614,1.0567919121328662,0.6050066196485219,0.6470588235294118,5.716856932695929,15,103,67.22529151953584,2026
16,Virginia,ACC,26-4,121.19307477277044,38,95.97937759164392,17,0.9359796772245279,16,26.85030958363382,4.149690416366179,14.850309583633821,3.149690416366179,14-3,0.647070432668975,0.4573236084506223,0.7921709453065384,0.6512399441539862,0.4573236084506223,0.79129063105086,0.721375137624044,0.8365293466849532,114.14585782343639,106.61899444777184,114.20147995375645,106.53408258144188,119.92294063743326,93.96721126451482,121.27738226160622,93.76724266171108,0.9506657906351708,11.0,0.080995873574362,1315.0,1180.0,1166.0,1.1277873070325901,1.012006861063465,0.7763252887043242,0.8235294117647058,6.378106070028734,13,28,65.53684048314048,2026
17,Nebraska,B10,25-5,118.11667052617875,56,93.60960754478725,6,0.9354874669628378,17,25.73135569747049,5.26864430252951,14.73135569747049,5.26864430252951,14-5,0.6758437895455762,0.4113423093765881,0.828976225432885,0.6823583455416922,0.4113423093765881,0.8314171654324992,0.6632917389510304,0.8880365195770893,115.53543701358254,105.10908655332074,115.70483424021705,105.00090762357804,119.85236303271604,91.83456067874602,120.96613859447652,93.26475867373635,0.9521561270502631,15.0,0.10064092889861875,1418.0,1249.0,1252.275,1.1323391427601763,0.997384759737278,0.8777950254251695,0.7368421052631579,6.9966262389387746,8,12,66.62443315685466,2026
18,Vanderbilt,SEC,23-7,124.85341547875875,14,99.00369749260294,28,0.9351000402140286,18,23.313891436704715,7.686108563295283,10.313891436704717,7.686108563295283,10-7,0.7098325114458567,0.5297748835986675,0.8475236386231194,0.7178682168916297,0.5297748835986675,0.8537134020476582,0.6578064162821683,0.802587367510393,116.7399993024269,105.62353317073608,116.96240737292965,105.2487482747777,123.80622651026066,100.76406023450609,128.80098825854898,100.46100653298359,0.9457172189641726,14.0,0.016229483631930663,1384.0,1328.0,1186.1875000000002,1.1667632646609407,1.1195531903683016,0.9589393802648187,0.5882352941176471,5.1267275510228085,19,135,69.19289474680846,2026
19,Alabama,SEC,22-8,129.59067575722506,3,102.79870026014078,62,0.9348377969929408,19,22.800062238889346,8.199937761110652,12.800062238889348,5.199937761110652,12-5,0.7823955774563374,0.7007035705877362,0.8448659356499738,0.7838864521008064,0.7007035705877362,0.8439629776380242,0.5939876052180775,0.6396443058621539,119.22668844053713,103.2150105716774,119.36999931264154,103.36397489185327,127.48404558259156,102.8221318287903,129.06859260799524,105.15827856216688,0.9134170477456878,17.0,0.06343493203801864,1531.0,1446.0,1270.9624999999999,1.2045988768354694,1.1377204284154727,0.8286126914348805,0.7058823529411765,6.579810823463718,10,52,72.85405028528055,2026
