player_name,team,conf,gp,min_per,ortg,usg,efg,ts_per,orb_per,drb_per,ast_per,to_per,ftm,fta,ft_per,two_pm,two_pa,two_p_per,tpm,tpa,tp_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,type,rec_rank,ast_tov,rim_made,rim_att,mid_made,mid_att,rim_pct,mid_pct,dunks_made,dunks_att,dunk_pct,pick,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,role,three_p_per_100,season
Emanuel Sharp,Houston,B12,30,73.5,124.8,23.9,52.6,57.85,3.4,8.1,12.2,8.7,100,114,0.877,66,143,0.462,82,216,0.38,0.4,2.7,31.8,Sr,6-3,21,4.55992,136.964,4.0,2026,76775,"Tampa, FL",77.8,1.89999998,30.0,48.0,36.0,95.0,0.625,0.3789,3.0,3.0,1.0,,98.6464,92.6906,4.23983,143.899,8.91192,6.87947,2.03245,9.96836,29.5167,6.20934,3.75903,0.9,2.0333,2.9333,1.9,1.3,0.1,15.9333,Combo G,15.069,2026
Devin Carney,Denver,Sum,2,0.2,300.0,7.7,150.0,150.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,1,1,1.0,0.0,0.0,0.0,Jr,6-1,2,0.524919,270.227,0.0,2026,76777,"Butler, PA",,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,130.066,123.162,0.0327283,0.144607,4.37087,9.51676,-5.14589,62.7296,1.25,55.8552,6.87437,0.0,0.0,0.0,0.25,0.0,0.0,0.75,Scoring PG,25.6623,2026
Marcus Tankersley,Chicago St.,NEC,29,71.7,95.3,25.3,45.4,49.29,1.3,11.8,19.2,15.7,83,125,0.664,134,289,0.464,7,29,0.241,0.2,1.4,39.3,Sr,6-5,4,0.788731,99.6433,2.0,2026,76779,"Chattanooga, TN",,1.2295284,67.0,133.0,67.0,156.0,0.5038,0.4295,2.0,2.0,1.0,,119.591,123.481,1.15107,121.476,-7.04799,-3.31069,-3.7373,-5.10473,30.6167,-1.61513,-3.4896,0.3667,2.7333,3.1,2.5,0.7,0.0333,13.0333,Combo G,1.98442,2026
Dallin Hall,Virginia,ACC,30,69.2,124.4,13.6,52.8,56.16,4.8,9.4,24.0,20.3,30,38,0.789,31,57,0.544,30,87,0.345,0.4,1.9,26.4,Sr,6-3,30,2.33573,116.576,2.9,2026,76780,"Plain City, UT",,3.20515388,30.0,50.0,1.0,7.0,0.6,0.1429,2.0,3.0,0.6667,,104.237,99.4601,3.34237,128.634,5.21766,3.13888,2.07878,4.1474,28.2567,1.1917,2.9557,1.1667,2.5,3.6667,4.1667,0.9,0.1,6.0667,Scoring PG,6.15773,2026
Jared McGregor,BYU,B12,6,0.6,66.7,27.0,0.0,0.0,29.6,0.0,35.6,0.0,0,0,0.0,0,0,0.0,0,4,0.0,0.0,0.0,0.0,Sr,6-2,51,-0.0917323,71.3881,0.0,2026,76781,"Saratoga Spgs, UT",,1.99979997,0.0,0.0,0.0,0.0,,,0.0,0.0,,,118.795,116.202,0.0793638,0.669229,-3.8212,0.851072,-4.67227,-15.9491,1.2667,-5.28437,-10.6647,0.3333,0.0,0.3333,0.3333,0.0,0.0,0.0,PF/C,31.0483,2026
Tanner Toolson,TCU,B12,30,52.0,111.2,18.8,43.4,49.29,6.8,10.2,8.3,7.7,63,85,0.741,47,109,0.431,26,89,0.292,1.4,1.9,42.9,Jr,6-5,55,1.5468,113.71,2.3,2026,76784,"Vancouver, WA",,1.81267588,37.0,80.0,10.0,29.0,0.4625,0.3448,4.0,8.0,0.5,,104.924,99.7862,2.48571,102.346,2.11089,1.26811,0.842786,2.46548,21.04,1.24769,1.21779,1.2667,1.7667,3.0333,0.9667,0.7,0.2667,7.8333,Wing G,8.09607,2026
Cole Hargrove,Providence,BE,26,27.1,120.7,9.7,50.0,55.07,11.3,12.9,5.8,17.1,16,24,0.667,17,30,0.567,0,4,0.0,4.9,1.0,70.6,Sr,6-8,13,0.731539,109.082,7.3,2026,76790,"Norristown, PA",,1.30005196,14.0,23.0,3.0,7.0,0.6087,0.4286,7.0,9.0,0.7778,,113.19,109.387,1.08147,60.2344,3.89698,1.65248,2.24449,-0.358276,12.8923,-1.78133,1.42305,1.2308,1.6154,2.8462,0.5,0.2308,0.6154,1.9231,C,0.663714,2026
Garfield Turner,Drexel,CAA,27,44.4,117.7,19.0,60.2,59.75,14.2,16.6,11.6,15.2,53,95,0.558,62,103,0.602,0,0,0.0,3.3,1.3,92.2,Sr,6-8,13,1.52754,114.554,5.9,2026,76791,"Gaithersburg, MD",,1.23989251,47.0,72.0,15.0,31.0,0.6528,0.4839,2.0,4.0,0.5,,102.717,105.413,1.97627,94.4575,2.49094,0.365982,2.12496,0.791575,19.4393,-0.545389,1.33696,2.3571,2.8214,5.1786,1.1071,0.4286,0.6071,6.8214,C,0.0,2026
LA Pratt,Northeastern,CAA,3,8.5,108.8,24.9,51.3,56.38,0.0,6.4,20.6,13.9,10,11,0.909,16,29,0.552,3,11,0.273,0.0,4.1,27.5,Sr,6-5,3,2.0529,110.952,2.4,2026,76792,"Columbus, OH",,1.66665006,15.0,24.0,1.0,5.0,0.625,0.2,1.0,1.0,1.0,,115.102,115.985,2.00675,16.9889,-3.13457,0.424732,-3.5593,3.5363,32.9667,1.38173,2.15457,0.0,1.6667,1.6667,3.3333,2.3333,0.0,17.0,Scoring PG,6.35489,2026
Justin Moore,Loyola Chicago,A10,22,54.9,94.2,24.3,45.8,50.72,1.2,7.5,28.1,24.5,57,77,0.74,54,116,0.466,25,84,0.298,0.4,1.4,38.5,Jr,6-3,1,0.79908,99.9532,2.7,2026,76793,"Philadelphia, PA",,1.29233378,32.0,63.0,22.0,53.0,0.5079,0.4151,1.0,2.0,0.5,,120.204,119.648,1.51726,88.0772,-5.81195,-2.44515,-3.3668,-4.7619,29.9273,-2.26481,-2.49709,0.3182,1.8636,2.1818,3.8182,0.6818,0.0909,10.9091,Scoring PG,7.68307,2026
Shane Blakeney,Drexel,CAA,30,85.2,103.1,24.1,50.7,52.49,3.1,13.6,16.8,16.2,52,76,0.684,100,210,0.476,63,174,0.362,2.3,2.1,19.8,Jr,6-5,4,1.71559,106.759,1.8,2026,76794,"Rock Hill, SC",,1.11595832,59.0,113.0,41.0,97.0,0.5221,0.4227,6.0,8.0,0.75,,103.118,106.151,3.32553,178.197,1.22004,-0.358524,1.57856,2.0978,33.6742,1.39609,0.701712,0.9355,4.0323,4.9677,2.4839,1.1613,0.7097,14.5161,Wing G,10.4419,2026
Love Bettis,Incarnate Word,Slnd,27,40.5,93.7,15.0,45.7,48.12,1.5,2.8,9.9,20.6,11,13,0.846,33,71,0.465,10,34,0.294,0.3,1.4,12.4,Sr,5-11,3,-0.294967,87.1931,4.8,2026,76795,"Pensacola, FL",,0.96432011,8.0,17.0,25.0,54.0,0.4706,0.463,0.0,0.0,,,119.799,121.563,0.739288,52.8072,-7.10374,-3.49978,-3.60396,-7.73831,17.04,-5.3079,-2.43042,0.2667,0.4333,0.7,0.9,0.4,0.0333,4.2667,Combo G,4.55625,2026
Milos Uzan,Houston,B12,30,81.9,114.8,19.3,48.7,51.16,1.1,7.6,21.7,12.6,41,53,0.774,64,145,0.441,59,168,0.351,0.3,1.8,16.9,Sr,6-4,7,3.06563,119.243,1.7,2026,76810,"Las Vegas, NV",86.2,3.12823087,29.0,49.0,35.0,96.0,0.5918,0.3646,0.0,0.0,,,101.283,95.1683,4.44099,141.219,5.38475,3.6103,1.77445,5.37248,32.8767,2.80189,2.57059,0.3333,2.1333,2.4667,4.0667,0.9667,0.0667,11.5333,Scoring PG,10.5183,2026
Dylan Anderson,Murray St.,MVC,30,16.9,90.3,15.5,40.9,43.08,8.7,19.1,9.9,25.7,6,10,0.6,12,20,0.6,4,24,0.167,4.2,0.8,22.7,Jr,7-0,11,-0.172566,85.1269,5.7,2026,76812,"Gilbert, AZ",78.0,0.86659998,9.0,15.0,3.0,5.0,0.6,0.6,6.0,6.0,1.0,,108.672,108.401,0.625675,39.8472,-2.20357,-3.1585,0.95493,-4.24207,6.9733,-4.52877,0.286694,0.5333,1.2,1.7333,0.4333,0.1,0.3333,1.4,PF/C,6.3653,2026
Filip Borovicanin,Xavier,BE,30,76.6,110.6,20.0,48.4,51.79,6.6,22.2,24.3,15.5,44,51,0.863,86,181,0.475,32,96,0.333,1.9,2.2,18.4,Sr,6-9,4,2.63062,116.997,3.1,2026,76815,"Belgrade, Serbia",79.4,2.52941181,44.0,82.0,42.0,99.0,0.5366,0.4242,5.0,5.0,1.0,,107.944,103.558,3.26459,185.019,4.9461,2.57943,2.36667,4.15336,30.9,2.41542,1.73795,1.9,5.9,7.8,4.3,1.2,0.5667,10.4,Stretch 4,5.82601,2026
Kylan Boswell,Illinois,B10,23,59.4,128.3,21.2,51.9,56.73,6.2,8.5,19.6,11.1,69,87,0.793,75,131,0.573,30,100,0.3,0.0,1.6,37.7,Sr,6-2,4,4.80905,136.678,2.6,2026,76818,"Champaign, IL",94.0,2.82142273,61.0,92.0,14.0,39.0,0.663,0.359,2.0,2.0,1.0,,106.916,100.152,3.69016,108.902,8.26009,6.78547,1.47463,6.74102,31.3696,4.36579,2.37524,1.6522,2.4783,4.1304,3.4348,0.8261,0.0,13.4348,Combo G,8.41222,2026
Cooper Jones,Old Dominion,SB,2,0.6,78.0,29.5,75.0,75.0,0.0,0.0,27.0,53.3,0,0,0.0,0,0,0.0,1,2,0.5,0.0,0.0,0.0,Sr,6-2,30,-0.160063,79.4452,0.0,2026,76821,"Lanexa, VA",,0.33329999,0.0,0.0,0.0,0.0,,,0.0,0.0,,,121.763,133.056,0.0150198,0.62922,-20.6383,-10.1742,-10.4641,-9.57829,4.5333,-2.03248,-7.54581,0.0,0.0,0.0,0.3333,0.0,0.3333,1.0,Pure PG,14.6305,2026
Jaden Alexander,Cal St. Bakersfield,BW,18,31.4,107.2,23.6,47.1,55.45,8.0,11.3,6.2,15.9,56,68,0.824,39,90,0.433,12,31,0.387,0.9,1.7,56.2,Jr,6-4,25,1.37593,112.529,4.4,2026,76826,"Vallejo, CA",,0.37037036,33.0,66.0,6.0,24.0,0.5,0.25,4.0,4.0,1.0,,116.629,118.718,1.05485,54.9466,-4.70842,-0.37299,-4.33543,-1.81335,19.7,0.735967,-2.54932,1.4,2.0,3.4,0.5,0.65,0.15,9.35,Wing G,4.86619,2026
Ben Vander Wal,Furman,SC,28,73.1,122.4,14.3,65.9,60.53,9.5,12.8,15.0,14.6,32,81,0.395,86,126,0.683,2,9,0.222,2.2,1.6,60.0,Sr,6-7,4,1.55107,107.542,3.3,2026,76833,"Elmhurst, IL",,2.18740054,84.0,121.0,2.0,5.0,0.6942,0.4,16.0,21.0,0.7619,,106.979,108.65,2.59903,144.473,2.92563,0.612807,2.31282,1.42462,29.0467,-0.395323,1.81994,2.3667,3.4667,5.8333,2.3333,0.8,0.5667,7.7,Wing F,0.64842,2026
Chandler Jackson,Arkansas St.,SB,29,66.9,115.2,21.6,52.3,57.64,4.5,9.3,29.4,20.3,96,133,0.722,94,170,0.553,13,47,0.277,0.1,2.4,61.3,Sr,6-5,0,2.20006,115.96,3.4,2026,76835,"Memphis, TN",75.8,2.12501817,56.0,97.0,38.0,73.0,0.5773,0.5205,6.0,7.0,0.8571,,108.2,110.295,2.22437,133.256,1.06846,1.52795,-0.459491,1.43378,26.6355,0.859296,0.574481,1.0968,2.2903,3.3871,4.3871,1.1613,0.0323,10.5806,Scoring PG,3.27379,2026
Riley Kugel,UCF,B12,27,67.9,110.1,24.5,49.6,52.94,3.8,8.8,16.7,14.3,62,78,0.795,90,205,0.439,51,131,0.389,1.0,1.9,23.2,Sr,6-5,2,3.01437,122.055,3.6,2026,76836,"Orlando, FL",83.6,1.53063701,64.0,120.0,26.0,85.0,0.5333,0.3059,11.0,11.0,1.0,,112.895,107.754,2.68127,127.293,3.24062,3.2578,-0.0171807,2.96424,29.2889,2.64776,0.316482,0.963,2.2222,3.1852,2.7778,0.963,0.2593,14.6296,Combo G,9.35959,2026
Cameron Corhen,Pittsburgh,ACC,30,84.5,110.4,20.8,55.1,57.45,8.0,17.2,12.4,18.2,75,113,0.664,137,249,0.55,13,35,0.371,1.8,1.8,39.8,Sr,6-10,2,2.89171,116.905,3.5,2026,76838,"Allen, TX",82.2,0.952381,100.0,153.0,37.0,96.0,0.6536,0.3854,38.0,42.0,0.9048,,109.651,104.384,3.5051,168.637,2.49682,0.699697,1.79713,1.8952,33.9533,0.87716,1.01804,2.3667,4.6333,7.0,2.0,1.0,0.5,12.9333,Wing F,2.10959,2026
Baba Miller,Cincinnati,B12,28,73.7,115.7,22.5,56.3,58.86,8.1,27.6,23.2,16.2,91,139,0.655,132,213,0.62,10,48,0.208,4.5,1.5,53.3,Sr,6-11,18,3.70948,126.107,2.7,2026,76839,"Sol de Mallorca, Spain",89.2,1.82145,98.0,136.0,34.0,77.0,0.7206,0.4416,53.0,56.0,0.9464,,92.5894,87.156,5.16196,204.846,10.7564,3.3909,7.36548,9.84155,31.5821,4.2755,5.56604,2.3214,7.6786,10.0,3.6429,0.8214,1.2143,13.75,PF/C,3.12343,2026
Tom House,Furman,SC,26,56.7,104.4,17.0,44.2,48.94,1.9,10.3,9.9,11.5,39,47,0.83,26,53,0.491,36,128,0.281,0.5,1.1,26.0,Sr,6-7,12,0.270203,95.45,1.6,2026,76842,"Dayton, OH",46.2,2.08700039,17.0,37.0,9.0,16.0,0.4595,0.5625,0.0,0.0,,,110.249,112.046,1.88053,96.4246,-3.02187,-1.81642,-1.20545,-3.30168,24.4207,-2.72143,-0.580251,0.3793,2.4828,2.8621,1.6552,0.4483,0.1379,7.7241,Wing G,11.8894,2026
Brennan Rigsby,Radford,BSth,28,48.6,108.1,12.6,48.4,50.77,2.6,10.8,10.4,12.7,16,21,0.762,26,45,0.578,22,77,0.286,2.0,2.1,17.2,Sr,6-3,4,0.104411,93.8077,3.8,2026,76856,"De Beque, CO",,2.50009695,18.0,30.0,8.0,15.0,0.6,0.5333,4.0,4.0,1.0,,110.702,114.028,1.36343,95.6883,-1.2591,-1.13479,-0.12431,-1.94952,19.1484,-2.14036,0.190838,0.4516,1.9032,2.3548,1.2903,0.7097,0.3226,4.7419,Wing G,7.67327,2026
Damarco Minor,Pittsburgh,ACC,30,79.6,114.0,16.1,51.4,56.0,2.0,12.6,20.2,19.1,50,57,0.877,29,59,0.492,54,155,0.348,1.0,2.5,26.6,Sr,6-0,7,2.3152,113.213,2.8,2026,76857,"Chicago, IL",,2.16668752,15.0,23.0,14.0,36.0,0.6522,0.3889,3.0,3.0,1.0,,110.195,104.903,3.24341,155.036,3.27398,1.91623,1.35775,3.03589,31.9733,0.938942,2.09695,0.5667,3.2,3.7667,3.4667,1.3,0.2667,9.0,Combo G,9.91756,2026
Marquel Sutton,LSU,SEC,30,75.0,120.8,19.7,50.9,57.18,9.3,17.9,3.8,9.3,106,129,0.822,100,182,0.549,30,103,0.291,0.9,1.1,45.3,Sr,6-9,10,3.39411,124.845,2.9,2026,76859,"Tulsa, OK",,0.65511534,76.0,124.0,24.0,58.0,0.6129,0.4138,22.0,23.0,0.9565,,111.829,105.342,3.01186,152.834,1.74956,2.80426,-1.0547,2.6155,30.5167,3.19005,-0.57455,2.3333,4.9667,7.3,0.6333,0.6,0.2667,13.2,Stretch 4,6.52592,2026
Lamar Wilkerson,Indiana,B10,30,83.3,119.5,27.2,57.6,61.55,1.6,10.7,15.9,10.5,105,118,0.89,113,196,0.577,101,263,0.384,0.5,1.8,25.7,Sr,6-6,3,5.09861,136.343,2.7,2026,76860,"Ashdown, AR",,1.50000004,77.0,122.0,36.0,74.0,0.6311,0.4865,8.0,8.0,1.0,,107.554,101.206,3.82272,162.632,6.74842,6.26944,0.478978,7.78104,33.7467,6.6826,1.09844,0.4,3.1,3.5,2.4,1.0,0.1667,21.1333,Combo G,15.6526,2026
Trey Thomas,Southern Indiana,OVC,3,5.9,79.1,27.9,34.7,36.54,4.5,10.1,11.9,12.5,2,2,1.0,11,26,0.423,1,10,0.1,1.4,0.9,5.6,Sr,6-2,1,-0.936345,80.0669,1.2,2026,76865,"Washington, DC",,0.5,7.0,11.0,4.0,15.0,0.6364,0.2667,0.0,0.0,,,111.752,112.756,1.65143,9.15801,-11.6134,-7.15443,-4.45894,-8.43186,22.325,-4.36021,-4.07164,1.5,1.75,3.25,1.0,0.75,0.25,11.75,Wing G,8.6892,2026
Jackson Benigni,Binghamton,AE,27,75.2,126.0,13.8,63.2,68.29,0.9,9.7,5.0,10.8,65,73,0.89,23,33,0.697,58,141,0.411,0.1,2.1,42.0,Sr,6-1,24,1.99317,110.697,3.3,2026,76867,"East Hampton, CT",,0.96146302,21.0,30.0,2.0,3.0,0.7,0.6667,0.0,0.0,,,116.639,125.172,0.982248,125.878,-1.68609,1.65003,-3.33612,-1.80531,31.48,0.0286136,-1.83392,0.2,2.6,2.8,0.8333,1.0667,0.0333,10.1,Combo G,9.97132,2026
Louis Hutchinson,Alabama A&M,SWAC,27,40.9,112.6,12.1,51.2,55.36,3.5,7.8,6.7,12.2,19,23,0.826,17,35,0.486,17,48,0.354,1.0,0.8,27.7,Jr,6-7,24,0.331688,98.1002,3.6,2026,76872,"Upper Marlboro, MD",,1.66674999,11.0,19.0,6.0,16.0,0.5789,0.375,6.0,6.0,1.0,,114.171,121.068,0.74893,58.2762,-3.55561,-0.899953,-2.65565,-3.8764,16.17,-1.79907,-2.07733,0.4333,1.1,1.5333,0.6667,0.2667,0.1333,3.9667,Wing G,6.44067,2026
TJ Caldwell,Arkansas St.,SB,29,49.9,109.7,21.1,47.5,53.25,4.4,9.9,9.2,15.5,65,79,0.823,41,95,0.432,41,121,0.339,1.6,2.0,36.6,Jr,6-4,2,1.21223,109.777,4.0,2026,76873,"Dallas, TX",66.8,0.77501356,36.0,66.0,5.0,29.0,0.5455,0.1724,9.0,11.0,0.8182,,107.978,110.069,1.6739,100.415,-0.801159,-0.0623912,-0.738767,-0.0933021,20.4419,0.167232,-0.260534,0.8387,1.871,2.7097,1.0,0.7097,0.2903,9.6774,Wing G,11.2996,2026
Malique Ewin,Arkansas,SEC,30,47.7,126.1,22.4,59.6,63.74,15.8,14.6,6.6,14.0,80,109,0.734,99,168,0.589,2,3,0.667,5.2,1.7,63.7,Sr,6-10,12,2.88999,135.869,4.8,2026,76875,"Lawrenceville, GA",82.8,0.72727272,85.0,123.0,14.0,45.0,0.6911,0.3111,44.0,47.0,0.9362,,108.195,99.4921,2.30391,109.069,6.73583,4.40302,2.33281,5.41754,19.2567,4.04578,1.37176,2.5667,2.5333,5.1,0.8,0.6,0.9667,9.4667,PF/C,0.285994,2026
Robert Cowherd,Southern Miss,SB,8,3.8,49.1,17.5,21.4,24.18,0.0,0.0,4.1,22.2,1,1,1.0,3,7,0.429,0,7,0.0,0.0,1.3,7.1,Jr,6-4,6,-0.829079,48.2384,5.4,2026,76876,"Grayson, GA",56.8,0.2,2.0,2.0,1.0,5.0,1.0,0.2,0.0,0.0,,,114.532,111.089,0.436379,5.15462,-16.0542,-10.7803,-5.27386,-18.2201,6.44,-13.0107,-5.20936,0.0,0.4,0.4,0.1,0.1,0.0,1.3,Stretch 4,9.01402,2026
Luke Jungers,Iona,MAAC,29,36.6,122.6,13.3,66.5,68.23,1.7,10.5,2.9,14.2,23,30,0.767,10,16,0.625,39,87,0.448,1.7,1.3,29.1,Sr,6-9,7,0.856148,108.025,4.7,2026,76877,"Omaha, NE",,0.46674402,9.0,15.0,1.0,1.0,0.6,1.0,0.0,0.0,,,107.054,112.521,1.1804,73.2946,-1.28057,-0.447619,-0.832953,-0.41402,15.9862,-0.274204,-0.139816,0.2414,1.5517,1.7931,0.2414,0.3448,0.2414,5.5172,Stretch 4,10.9986,2026
Ja'Sean Glover,Nebraska Omaha,Sum,25,56.3,102.3,24.0,47.5,54.96,2.6,14.6,14.3,19.0,76,89,0.854,62,121,0.512,21,76,0.276,0.8,1.6,45.2,Sr,6-5,5,0.998646,104.103,3.1,2026,76878,"Madelia, MN",,1.2414,54.0,94.0,8.0,27.0,0.5745,0.2963,3.0,3.0,1.0,,114.363,115.19,1.60773,99.7155,-3.06606,-1.48202,-1.58404,-2.68394,25.5966,-1.08029,-1.60365,0.6552,3.3793,4.0345,2.4828,0.7241,0.2069,11.1379,Wing G,7.2331,2026
Trey Lewis,Western Michigan,MAC,28,42.5,112.6,20.1,54.9,56.99,4.3,13.1,5.5,12.0,26,35,0.743,27,55,0.491,45,117,0.385,1.2,0.7,20.3,Jr,6-6,1,1.20848,112.724,4.5,2026,76879,"Ferndale, MI",,0.62499999,20.0,30.0,7.0,25.0,0.6667,0.28,1.0,1.0,1.0,,117.2,118.37,0.938198,72.9781,-2.2229,1.34967,-3.57257,-0.497752,17.1867,1.98456,-2.48232,0.6333,1.9667,2.6,0.5,0.2333,0.1667,7.4333,Stretch 4,14.1272,2026
Caleb Reese,Loyola Chicago,A10,20,19.4,70.4,15.1,30.9,35.65,1.0,11.9,20.8,34.2,9,17,0.529,6,15,0.4,3,19,0.158,0.0,2.1,50.0,Sr,5-11,14,-1.0181,67.0847,5.3,2026,76880,"Warren, MI",,1.29999995,1.0,6.0,5.0,9.0,0.1667,0.5556,0.0,0.0,,,116.84,114.713,0.790479,36.838,-8.58082,-6.83368,-1.74714,-9.92777,11.655,-8.64544,-1.28233,0.1,1.15,1.25,1.3,0.4,0.0,1.5,Scoring PG,4.9179,2026
Pierre Geneste Jr.,Cal St. Bakersfield,BW,24,40.0,104.7,10.2,60.9,55.7,14.5,26.1,2.5,24.2,9,26,0.346,28,46,0.609,0,0,0.0,8.2,1.4,56.5,Sr,7-0,7,-0.0231471,91.9011,5.9,2026,76884,"Port-au-Prince, Haiti",,0.36362563,23.0,37.0,5.0,9.0,0.6216,0.5556,11.0,14.0,0.7857,,108.083,109.9,1.57778,101.055,-0.997633,-2.72986,1.73223,-2.13727,18.8308,-2.41785,0.280576,2.5,4.4615,6.9615,0.3077,0.4615,1.3846,2.9615,C,0.0,2026
Jayden Dawson,Kansas,B12,22,17.0,109.1,12.4,43.9,46.72,0.6,6.6,10.8,4.6,5,5,1.0,5,11,0.455,11,38,0.289,0.5,2.6,10.2,Sr,6-4,1,0.389334,104.424,3.3,2026,76885,"Omaha, NE",,6.50055035,4.0,7.0,1.0,4.0,0.5714,0.25,1.0,1.0,1.0,,103.559,96.6221,1.20444,33.4713,3.46119,1.64653,1.81466,1.83174,9.3273,-1.59319,3.42493,0.0455,0.6364,0.6818,0.5909,0.4091,0.0455,2.1818,Combo G,10.8855,2026
Jalen Quinn,Drake,MVC,29,82.6,105.7,31.3,51.0,55.66,2.5,11.0,20.4,15.7,137,183,0.749,159,323,0.492,42,112,0.375,0.2,2.0,42.1,Sr,6-3,3,3.27873,120.839,3.1,2026,76886,"Tuscola, IL",,1.14458055,81.0,148.0,78.0,175.0,0.5473,0.4457,1.0,1.0,1.0,,113.078,113.671,2.36174,158.062,-1.75988,0.812634,-2.57252,0.945978,32.9032,2.41068,-1.4647,0.7419,3.3548,4.0968,3.0645,1.1613,0.0645,19.4194,Combo G,6.79476,2026
Christoph Tilly,Ohio St.,B10,28,59.5,114.5,23.8,50.0,56.21,7.3,15.2,16.1,14.7,98,134,0.731,87,161,0.54,13,52,0.25,2.6,1.4,62.9,Sr,7-0,13,3.02153,126.451,4.9,2026,76887,"Berlin, Germany",,1.52380006,66.0,107.0,21.0,54.0,0.6168,0.3889,6.0,7.0,0.8571,,106.929,100.669,2.9682,128.44,5.47107,3.01225,2.45881,4.49744,25.8071,2.21297,2.28447,1.4286,3.3929,4.8214,2.2857,0.6071,0.5714,11.1071,PF/C,4.32103,2026
Jake Ensminger,Santa Clara,WCC,27,64.7,135.4,11.1,63.3,64.33,7.9,15.4,14.9,17.8,14,19,0.737,34,46,0.739,28,74,0.378,0.9,1.8,15.8,Jr,6-9,44,3.026,122.581,3.5,2026,76888,"Ulm, Germany",,3.07404334,29.0,37.0,5.0,9.0,0.7838,0.5556,2.0,2.0,1.0,,106.195,104.062,3.0135,129.046,6.98718,4.71759,2.2696,4.8819,28.625,2.86758,2.01433,2.0,3.6071,5.6071,2.9643,1.0357,0.25,6.3571,Stretch 4,5.38871,2026
Kosy Akametu,Iona,MAAC,28,54.1,100.9,24.7,46.9,51.35,7.2,15.1,7.7,14.6,64,84,0.762,81,169,0.479,27,90,0.3,1.5,1.2,32.4,Jr,6-5,13,0.931105,103.385,3.3,2026,76889,"Carson, CA",,0.59526666,66.0,121.0,15.0,48.0,0.5455,0.3125,4.0,9.0,0.4444,,105.373,110.932,1.95206,117.041,-4.41154,-2.65823,-1.75331,-3.33364,24.4393,-1.69055,-1.64309,1.5357,3.3929,4.9286,0.8929,0.5,0.3214,10.9643,Wing F,7.69741,2026
Braden Huff,Gonzaga,WCC,18,36.7,134.2,24.9,67.8,67.23,12.4,12.2,11.9,8.4,23,40,0.575,138,198,0.697,7,21,0.333,2.4,1.0,18.3,Jr,6-10,34,4.67062,145.63,3.9,2026,76893,"Glen Ellyn, IL",67.4,1.58831002,75.0,96.0,63.0,102.0,0.7813,0.6176,6.0,6.0,1.0,,97.368,93.0579,3.60551,79.4297,8.93495,6.96997,1.96498,10.2265,25.3944,7.99051,2.23604,2.7222,2.8889,5.6111,1.5,0.4444,0.5,17.7778,PF/C,2.58371,2026
Jaylen Peterson,Presbyterian,BSth,28,74.1,110.0,18.3,59.4,59.15,7.9,20.7,5.3,16.6,53,96,0.552,122,207,0.589,1,1,1.0,5.6,2.0,46.2,Jr,6-8,42,1.2624,104.54,3.5,2026,76894,"Stone Mountain, GA",,0.56819785,92.0,143.0,30.0,64.0,0.6434,0.4688,34.0,38.0,0.8947,,104.625,107.46,2.75451,168.521,0.467668,-1.61538,2.08304,0.575949,29.5419,-0.315686,0.891635,2.0,5.3548,7.3548,0.8065,1.0,1.4839,10.6452,PF/C,0.0723428,2026
Amaree Abram,Tennessee,SEC,22,21.1,124.0,14.1,50.8,54.41,3.6,10.7,11.6,13.1,13,16,0.813,12,27,0.444,14,38,0.368,0.5,3.7,24.6,Sr,6-3,77,1.00576,117.532,4.1,2026,76897,"Port Arthur, TX",79.0,2.25027509,8.0,17.0,4.0,10.0,0.4706,0.4,0.0,0.0,,,100.35,92.8641,1.64727,48.6002,6.49094,2.94874,3.5422,5.33728,11.6636,0.409946,4.92734,0.3636,1.1364,1.5,0.8182,0.7273,0.0455,3.5909,Combo G,8.78344,2026
Garrett Brennan,Loyola MD,Pat,12,2.8,71.6,12.7,30.0,28.99,3.3,3.6,10.0,13.8,1,4,0.25,0,1,0.0,1,4,0.25,3.4,1.8,80.0,Sr,6-4,14,-0.29178,62.0478,7.2,2026,76899,"Reston, VA",,6.00280117,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,115.298,121.548,0.122758,4.8681,-8.62026,-5.86523,-2.75503,-10.3561,4.3071,-7.87895,-2.47716,0.4286,0.7857,1.2143,0.4286,0.1429,0.1429,0.9286,Pure PG,7.08696,2026
Jordan Crawford,South Dakota,Sum,28,77.0,109.8,20.9,52.0,55.04,2.2,6.9,9.2,11.2,64,84,0.762,67,141,0.475,69,187,0.369,0.3,2.0,25.6,Jr,6-3,0,1.65522,107.753,2.4,2026,76901,"Charlotte, NC",,1.12500964,51.0,93.0,16.0,48.0,0.5484,0.3333,2.0,2.0,1.0,,114.981,116.971,1.84675,131.988,-1.06163,1.04893,-2.11056,-0.486509,30.7548,0.874701,-1.36121,0.6774,2.0323,2.7097,1.4516,1.1935,0.0968,14.4516,Combo G,11.8293,2026
